title,years,eps,desc,image,id
Tokyo Ghoul: Root A,2015,12 eps,"After being tortured and transformed, Kaneki leaves Anteku and joins Aogiri tree in order to protect his friends. While he tries to get stronger, Touka decides to enroll in college while they all try to recover from Kaneki leaving.",https://m.media-amazon.com/images/M/MV5BNWM0YzVjY2QtOTQ1ZS00NDAyLWJiMDQtMDM1ZjU5MTg0NTZiXkEyXkFqcGc@._V1_QL75_UY281_CR4,N924lL
KILL la KILL,2013–2014,25 eps,A young girl arrives at a school of superhumans to find out the truth behind her father's murder.,https://m.media-amazon.com/images/M/MV5BNjlmZTFiZTEtMGYxZS00NGQ3LWI4NjMtNTUxMGFhYTMyYzM2XkEyXkFqcGc@._V1_QL75_UX190_CR0,Xchs4g
That Time I Got Reincarnated as a Slime,2018–,85 eps,Average 37-year-old Minami Satoru dies and is reincarnated as the most unremarkable creature imaginable-a slime.,https://m.media-amazon.com/images/M/MV5BOTczMjM3MDUtYmZjMC00YzZhLWE4ODQtNjg5YWU4NTJjNzY2XkEyXkFqcGc@._V1_QL75_UX190_CR0,lZw7tj
Ergo Proxy,2006,23 eps,"In a post-apocalyptic future humans live in peace with androids in a domed city. However, a strange series of murders has intruded into bored inspector Re-l Mayer's life.",https://m.media-amazon.com/images/M/MV5BYmZmOGM3MjAtYWI3My00N2QyLWJmNTctNTE5MTU2ZjcxYzNiXkEyXkFqcGc@._V1_QL75_UY281_CR11,pHN38P
Horimiya,2021,13 eps,Two very different people - an academically successful schoolgirl and a quiet loser schoolboy - meet and develop a friendship.,https://m.media-amazon.com/images/M/MV5BOGUzYmZkZjItNjI5Yi00NjllLThiMjUtYTY0MDI4M2Y0MmZlXkEyXkFqcGc@._V1_QL75_UY281_CR5,TgKf3F
Made in Abyss,2017–,27 eps,"A girl and her robot companion search for her mother, who's lost within a vast chasm.",https://m.media-amazon.com/images/M/MV5BZjM4ODA5YTktNjliMC00NzI5LTk3ZTctZWYyYWEyNTJhMmQzXkEyXkFqcGc@._V1_QL75_UY281_CR4,dssd49
Yu Yu Hakusho: Ghost Files,1992–1995,112 eps,"After a teenage delinquent is killed while saving a child's life from an approaching car, the rulers of the underworld send him back to become an ""Underworld Detective"" investigating demons apparitions in the human world.",https://m.media-amazon.com/images/M/MV5BNWJmODlhODItZTZmYi00ZGNjLTk1NmYtMjE5M2IwYjI2MzI2XkEyXkFqcGc@._V1_QL75_UX190_CR0,mQcG6C
Blue Lock,2022–,35 eps,High school soccer players from across Japan gather for a controversial project designed to create the best and most egoistic striker in the world.,https://m.media-amazon.com/images/M/MV5BNWFlNmJkN2YtNGRiZS00NjExLTlmNmEtYzdiMTdiZmMzYzAwXkEyXkFqcGc@._V1_QL75_UX190_CR0,5y7uMu
Angel Beats!,2010,16 eps,Rebellious teens fight in armed combat against one dispassionate girl's supernatural powers in an afterlife high school.,https://m.media-amazon.com/images/M/MV5BN2NlOWI5OTMtODRhZi00NjY3LTljZTUtYTQwZTMxOTBjNzE5XkEyXkFqcGc@._V1_QL75_UY281_CR1,OaBhw9
Gintama,2005–2021,375 eps,"In an era where aliens have invaded and taken over feudal Tokyo, an unemployed samurai finds work however he can.",https://m.media-amazon.com/images/M/MV5BNTMzNjE0N2ItNjFiYi00NmIzLTk1MzMtZWFjNThjMzI5MTJlXkEyXkFqcGc@._V1_QL75_UY281_CR4,DZ8Ydr
Hell's Paradise: Jigokuraku,2023–,13 eps,A squad of prisoners and their guards are sent to investigate a mysterious island. They get stranded there and must rely on each other to survive the island's mysterious and monstrous residents.,https://m.media-amazon.com/images/M/MV5BZjhmMjhkNjUtMGU2MC00N2IzLTg1YzItZDk5ODMxMDYxODc0XkEyXkFqcGc@._V1_QL75_UX190_CR0,dg0C4J
My Dress-Up Darling,2022,12 eps,"A quiet loner and the popular girl at school find common ground, making their cosplay dreams come true.",https://m.media-amazon.com/images/M/MV5BYmJhYjgzYTQtMzMxYi00NTkyLWI2MWItNTgxNjk1NzU0YmQzXkEyXkFqcGc@._V1_QL75_UX190_CR0,thRDR8
Anohana: The Flower We Saw That Day,2011,11 eps,"Five childhood companions reunite when the ghost of their dead friends appears, and demands they grant her final wish.",https://m.media-amazon.com/images/M/MV5BMjc3ODU0ZTctNDgzYS00OWM2LTk0MGQtMzJiZmE1OTFjZTdkXkEyXkFqcGc@._V1_QL75_UX190_CR0,LodI29
Konosuba: God's Blessing on This Wonderful World!,2016–2024,32 eps,It was a happy day for Kazuma - right up to the moment he died. A goddess intervenes and offers him a second chance in a magical land.,https://m.media-amazon.com/images/M/MV5BZjg5NGUyZGEtYmYyMS00NDMyLWE4NzUtODhhYmM0YWE1MmQ4XkEyXkFqcGc@._V1_QL75_UY281_CR5,Q27Xsr
Highschool of the Dead,2010,12 eps,High school students are overwhelmed with the start of the zombie apocalypse.,https://m.media-amazon.com/images/M/MV5BYjcyNTUwYmQtZjFmZC00YTZmLWJkYzEtMGU4NTlkMjVjZTA2XkEyXkFqcGc@._V1_QL75_UY281_CR4,bmGErV
Detective Conan,1996–,1169 eps,The cases of a detective whose physical age was chemically reversed to that of a prepubescent boy but must hide his true mental development.,https://m.media-amazon.com/images/M/MV5BNGNjMjVmODYtMGMzZi00MWUyLTk1ZDQtYzI2ZTk2MmYzYTZiXkEyXkFqcGc@._V1_QL75_UX190_CR0,ENvrtG
Claymore,2007,26 eps,Hybrid warrior Clare and her comrades fight to protect their land from shape-shifting demons.,https://m.media-amazon.com/images/M/MV5BN2ZjOWM5NWEtYjkzNS00NjllLWE1YjEtNzM0ZGE4MGVjNzdlXkEyXkFqcGc@._V1_QL75_UY281_CR2,C3o9T2
Classroom of the Elite,2017–,39 eps,"When Kiyotaka enters government-sponsored elite high school, he finds out just how merit-based this education system is.",https://m.media-amazon.com/images/M/MV5BMDg3MGVhNWUtYTQ2NS00ZDdiLTg5MTMtZmM5MjUzN2IxN2I4XkEyXkFqcGc@._V1_QL75_UY281_CR7,rFY0WI
Blue Exorcist,2011,26 eps,"After discovering that he's the son of Satan, a young man must join the True Cross Academy in order to master his abilities and defeat Satan himself.",https://m.media-amazon.com/images/M/MV5BNWE2MmQxMmEtMzZjMi00NjcyLThlMjYtMmQ4ODc5ZTQxODE3XkEyXkFqcGc@._V1_QL75_UX190_CR0,2MoFgS
Fate/Zero,2011–2012,31 eps,Seven chosen mages and their summoned heroic spirits fight against each other to try and win the Holy Grail: a magical device that can grant any wish.,https://m.media-amazon.com/images/M/MV5BMTEyMjRiYjUtMzJkOC00NDBmLWI4Y2YtNDk5ZTQyMDNhMjgxXkEyXkFqcGc@._V1_QL75_UX190_CR0,r5gTOM
Clannad,2007–2009,49 eps,A high school student who cares little about school or his future decides to help a lonely girl repeating her final year in re-establishing the school's drama club.,https://m.media-amazon.com/images/M/MV5BMWJiNDQzNGEtNTA3Zi00NjM2LWE2NTAtOTU0NzA4ZmJiMjhmXkEyXkFqcGc@._V1_QL75_UY281_CR17,l7dbcg
Pluto,2023,8 eps,"When the world's seven most advanced robots and their human allies are murdered one by one, inspector Gesicht soon discovers that he's also in danger.",https://m.media-amazon.com/images/M/MV5BYmY3NDZjYzctMWEyYS00NzM1LTg5ZDYtYTA5ZDc5NWJjNjhkXkEyXkFqcGc@._V1_QL75_UX190_CR0,HHX6GD
Overlord,2015–2022,52 eps,"When a popular MMORPG is scheduled to be shut down permanently, veteran player Momonga refuses to log out. As NPCs begin to develop personalities and minds of their own he decides to put his skills to use as the game's new overlord.",https://m.media-amazon.com/images/M/MV5BYjNjNDBmZjAtMGZiMS00ODBkLWFjYWItZWQ1ZjEwOGNmZDBjXkEyXkFqcGc@._V1_QL75_UY281_CR5,kaz2h8
Darling in the Franxx,2018,26 eps,"In a future world where humanity has been driven to endangerment by giant beasts, a strike force is assembled to destroy the monsters and save the world.",https://m.media-amazon.com/images/M/MV5BYWNlYzk1NGQtNTZkNi00YzJiLWJkMWUtZTYzNjI3YTc5ZDRhXkEyXkFqcGc@._V1_QL75_UX190_CR0,hHOFs0
Mushi-Shi,2005–2014,27 eps,Mushi Master Ginko travels from place to place investigating occurrences that could be tied to supernatural creatures called Mushi.,https://m.media-amazon.com/images/M/MV5BMmUxZjA2ZTgtYmIzNy00YWE0LTliMjktZGY5NTQ5ZDEzYmM1XkEyXkFqcGc@._V1_QL75_UX190_CR0,7W7Kir
Soul Eater,2008–2009,51 eps,"Set in the Shinigami technical school, the series revolves around a partnership between a weapon meisters and a human weapons. Trying to reach a ranking of ""Death Scythe"" they must collect the souls of 99 evil humans and 1 witch.",https://m.media-amazon.com/images/M/MV5BNTJiOWM5NGMtZTdhYi00MmY3LTlhZGYtMjMwYTk2MTI4NGJlXkEyXkFqcGc@._V1_QL75_UY281_CR5,BauKEg
Paranoia Agent,2004–2005,13 eps,"Seemingly unconnected citizens of Tokyo are targeted for bludgeoning by a boy with a golden baseball bat. As detectives try to link the victims, they discover that following the assaults, the victims' lives have improved in some way.",https://m.media-amazon.com/images/M/MV5BZWI0OTc4MGUtYTQ4ZS00MzBmLTg5NjktNzFmMzNkNzgzMzQzXkEyXkFqcGc@._V1_QL75_UY281_CR1,Fg4kw5
Terror in Resonance,2014,11 eps,"Tokyo has been decimated by a terrorist attack, the only clue to the culprit's identity is a bizarre internet video. Two mysterious children form Sphinx, a clandestine entity determined to pull the trigger on this world.",https://m.media-amazon.com/images/M/MV5BOGZmNjNiY2MtNWE0YS00Y2MxLWJlNzEtMjIyMzZjODE5NGMwXkEyXkFqcGc@._V1_QL75_UY281_CR5,hB8LBy
High School DxD,2012–2018,65 eps,"After being killed on his first date, idiotic and perverted Issei Hyodo is resurrected as a demon by Rias Gremory only to be recruited into her club of high-class devils.",https://m.media-amazon.com/images/M/MV5BODVhMWE1NjctYjcwMC00MzQwLWI5YzItMTcyMTNiNmE5MTFjXkEyXkFqcGc@._V1_QL75_UY281_CR2,TS6kFt
Kakegurui,2017–2019,24 eps,A gambling prodigy comes to an elite school run by games and turns the order upside down.,https://m.media-amazon.com/images/M/MV5BYTkyYWViY2UtYTgzOS00MWM0LTg2NzUtZmQ5ODQzMDJkNjZkXkEyXkFqcGc@._V1_QL75_UX190_CR0,PVNznJ
Sailor Moon,1995–2000,160 eps,The magical action-adventures of a teenage girl who learns of her destiny as the legendary warrior Sailor Moon and must band together with the other Sailor Scouts to defend the Earth and Galaxy.,https://m.media-amazon.com/images/M/MV5BNDBhMGE3ZjAtM2VlYi00ZDVhLThiNDgtNTIxNzY5NjJmYWUyXkEyXkFqcGc@._V1_QL75_UX190_CR0,EgrdKj
Kaiju No. 8,2024,12 eps,"A man working a job far removed from his childhood dreams gets wrapped up in an unexpected situation - Becoming a monster, he aims once again to fulfill his lifelong dream.",https://m.media-amazon.com/images/M/MV5BYjNjNTczNmItOWRkNi00MWQ0LWI1OWYtYTFlNTllMDFjZjg3XkEyXkFqcGc@._V1_QL75_UY281_CR5,3Tj2vs
Food Wars: Shokugeki no Soma,2015–2020,92 eps,Soma Yukihira enrolls in an elite culinary school to become a full-time chef and surpass his father's culinary skills.,https://m.media-amazon.com/images/M/MV5BNzk2NjkzNTMtZjYzNS00M2UxLWI2NGYtZDlkOTliNjZkOTk1XkEyXkFqcGc@._V1_QL75_UY281_CR5,7pcGjL
Ranking of Kings,2021–2022,23 eps,"The people of the kingdom look down on the young Prince Bojji, who can neither hear nor speak. They call him ""The Useless Prince"" while jeering at his supposed foolishness.",https://m.media-amazon.com/images/M/MV5BNjM3OWRmODQtODVjYS00YzY5LWFiNmQtOGExM2M4OWQ3Nzk1XkEyXkFqcGc@._V1_QL75_UY281_CR4,YmoKNI
Beastars,2019–,36 eps,"In a world of anthropomorphic animals, a reclusive wolf's complicated relationship with a kindly rabbit is tested by a classmate's murder, a charismatic deer's influence, and his own burgeoning predatory instincts.",https://m.media-amazon.com/images/M/MV5BZDRlMDA0MTctYjNmYy00MzRhLWEwYjEtYmYxZTI5YTdjMTgyXkEyXkFqcGc@._V1_QL75_UX190_CR0,iIuvep
Baccano!,2007–2008,16 eps,"A crazy fantasy caper involving alchemists, immortals, gangsters, outlaws and an elixir of immortality, spread over several decades.",https://m.media-amazon.com/images/M/MV5BMDdkYjc2MmQtNTJlZS00ZDM4LWI0ZTYtZGNkZTgzZTg0YTNmXkEyXkFqcGc@._V1_QL75_UY281_CR5,tJKLpy
Darker Than Black,2007–2010,42 eps,"In Tokyo, an impenetrable field known as ""Hell's Gate"" appeared ten years ago. At the same time, psychics who wield paranormal powers at the cost of their conscience also emerged.",https://m.media-amazon.com/images/M/MV5BMTZiNmQ1M2MtYzhmNy00YWM3LWEzN2YtNjcwYTMwMGNjNTQwXkEyXkFqcGc@._V1_QL75_UY281_CR5,oKozUa
Tokyo Ghoul: re,2018,24 eps,"It has been 2 years since the GCC raid in Anteiku. Although the environment in Tokyo has changed drastically due to the CCG's increased influence, Ghouls are still a problem, especially the Aogiri Tree organization.",https://m.media-amazon.com/images/M/MV5BNmJkZjUyYjItNjM1MC00YTU1LTgwNjMtMDA4YjdlYzc4MWQzXkEyXkFqcGc@._V1_QL75_UX190_CR0,FctMS7
Deadman Wonderland,2011,13 eps,"After being falsely convicted for the murder of his entire class, a young man must learn to survive in a mysterious prison with a perverted take on incarceration while also looking to clear his name.",https://m.media-amazon.com/images/M/MV5BMGExMGVjOWQtODI2Ny00NzE2LWJkYWItOTk1Zjc4MTQ3NWM2XkEyXkFqcGc@._V1_QL75_UX190_CR0,wW0PcB
Kuroko's Basketball,2012–2015,76 eps,"Kagami meets Kuroko, the 6th member of the Miracle Generation, and they make a pact to defeat the other members of the team. A battle of light (Kagami) and shadow (Kuroko) begins.",https://m.media-amazon.com/images/M/MV5BMjVjZTZjMjktYzAyYS00YTgyLTlhZjItYjVkZjU0MmU3OTY3XkEyXkFqcGc@._V1_QL75_UY281_CR6,8sWRAh
Dorohedoro,2020,12 eps,"Amnesiac Caiman seeks to undo his lizard head curse by killing the sorcerer responsible, with his friend Nikaido's help. In the Hole, that's a threat.",https://m.media-amazon.com/images/M/MV5BYzE2M2I0ZmYtYjMxYS00NzYzLWEzNmEtZjQ4ODhmMDNmN2MyXkEyXkFqcGc@._V1_QL75_UY281_CR6,3mnyT7
Fire Force,2019–,49 eps,A superhuman firefighter force is formed to deal with supernatural fire incidents.,https://m.media-amazon.com/images/M/MV5BMThhODExMTUtZmIyMC00OTY4LTk5YWMtN2YxYWRhNmNiNDNmXkEyXkFqcGc@._V1_QL75_UY281_CR5,LX6W8p
Great Teacher Onizuka,1999–2000,43 eps,"About Eikichi Onizuka, a 22-year-old ex-gangster member and a virgin. He has one ambition that no one ever expected from him. His sole life purpose is to become the greatest high school teacher ever.",https://m.media-amazon.com/images/M/MV5BNzYwN2UyNDAtZTQ3My00ZjQ4LWE2ZmYtZDZiMTlhZGM3ZTc4XkEyXkFqcGc@._V1_QL75_UX190_CR0,HH6I01
Ouran High School Host Club,2006,26 eps,"You'll fall for the Ouran Host Club: Tamaki's truly romantic. Kaoru and Hikaru display brotherly love, Kyoya's brainy, Honey's innocent, and Mori's manly. Oh, and don't forget Haruhi. He knows what girls want, because he's a girl too.",https://m.media-amazon.com/images/M/MV5BMGMzZTQyMmUtNWUwZS00NDU2LWE1Y2YtZWVkNGM1MGNkZDFjXkEyXkFqcGc@._V1_QL75_UY281_CR1,s2684r
Steins;Gate 0,2018,24 eps,Mad scientist Okabe struggles to recover from past failure and tests a new artificial intelligence,https://m.media-amazon.com/images/M/MV5BNTgzZWY0YmEtNTNlMy00YzU1LWI4NTUtYzBlNzQ0ODkzNzAwXkEyXkFqcGc@._V1_QL75_UX190_CR0,YyVDkq
The Disastrous Life of Saiki K.,2016–2018,146 eps,"Saiki Kusuo is a powerful psychic who hates attracting attention, yet he is surrounded by colorful characters who always find a way to remove him from his everyday life.",https://m.media-amazon.com/images/M/MV5BMzJhYWEyMWUtZDYwNS00NTU4LTgwODItYjBlNzEwMTc5MTc2XkEyXkFqcGc@._V1_QL75_UX190_CR0,OSQTMs
Puella Magi Madoka Magica,2011,12 eps,"A creature named Kyubey offers Madoka and Sayaka a wish if they agree to become 'magical girls' and fight abstract beings called 'witches'. However, a magical girl named Homura is, for uncertain reasons, determined to stop this agreement.",https://m.media-amazon.com/images/M/MV5BMGI2NDRmZTgtYzU2NS00M2Y1LTkwMWUtNTkxNWFiNjFkYmQ2XkEyXkFqcGc@._V1_QL75_UX190_CR0,ZWpz1j
Saint Seiya: Knights of the Zodiac,1986–1989,114 eps,"A group a young warriors known as 'Saints', each in possession of a 'cloth' guarded by a different constellation, must protect the reincarnation of the goddess Athena as she attempts to keep the Earth from being destroyed by evil forces.",https://m.media-amazon.com/images/M/MV5BZDI1M2U3NDktNmU3Mi00NDFiLTkyZTUtMjcxNWMzMWVmM2Y5XkEyXkFqcGc@._V1_QL75_UX190_CR0,f7aOul
Fighting Spirit,2000–2002,76 eps,"Ippo, a teenage boy with a pure heart and unrelenting determination, discovers a passion for boxing after veteran fighter Takamura saves him from bullies.",https://m.media-amazon.com/images/M/MV5BN2UzMmM5NTQtYjUxYy00OWVjLTkwOWMtYzFhOGQxN2VlZjI5XkEyXkFqcGc@._V1_QL75_UX190_CR0,PfSpue
Is It Wrong to Try to Pick Up Girls in a Dungeon?,2015–2024,73 eps,"A fateful encounter - what adventuring is all about. But for Bell Cranel, meeting a girl doesn't go quite as planned.",https://m.media-amazon.com/images/M/MV5BN2NkOTJiMDMtYzY0ZC00YjAxLWFlYjUtMTk2NjhmZTEzMmI4XkEyXkFqcGc@._V1_QL75_UX190_CR0,K2Bwp5
Goblin Slayer,2018–2023,25 eps,"In a fantasy world, a lone hero makes his living by exterminating all goblins he encounters. But one day he meets a friend, and his life begins to become more intense.",https://m.media-amazon.com/images/M/MV5BMTk1MGM5ZDQtMWFkZS00YTUyLWIzYWYtZTQwYWYzNzQ3MTMyXkEyXkFqcGc@._V1_QL75_UX190_CR0,EfUc3J
Yuri!!! On Ice,2016–2017,13 eps,"After suffering defeat, Yuri Katsuki hangs up his ice skates for good. But will an encounter with two top skaters reignite his passion?",https://m.media-amazon.com/images/M/MV5BN2JmNTIwODktZTkyNy00MWZkLWEwMzAtZjQzNTY0ZTgyODA0XkEyXkFqcGc@._V1_QL75_UY281_CR5,18J1im
Bungo Stray Dogs,2016–,62 eps,Follows Atsushi Nakajima as he joins the Armed Detective Agency in battling the Port Mafia and other superhuman threats to public safety.,https://m.media-amazon.com/images/M/MV5BYzA5Y2MzNDAtZjBjZi00OTUzLWI5NDAtMTg1ODRhMmU2MGY3XkEyXkFqcGc@._V1_QL75_UY281_CR1,wL9mc3
Oshi No Ko,2023–,25 eps,A doctor and his recently-deceased patient are reborn as twins to a famous Japanese musical idol and navigate the highs and lows of the Japanese entertainment industry as they grow up together through their lives.,https://m.media-amazon.com/images/M/MV5BYzM3ZGJkN2YtOTQ5Ny00MzEyLTlkMzQtZDVhYzM3YWFlM2QwXkEyXkFqcGc@._V1_QL75_UY281_CR5,041uER
To Your Eternity,2021–,41 eps,"A lonely boy wandering the Arctic regions of North America meets a wolf, and the two become fast friends, depending on each other to survive the harsh environment. But the boy has a history, and the wolf is more than meets the eye as well.",https://m.media-amazon.com/images/M/MV5BMzZhYzAzODUtMzYxMi00OWE1LWI4ZTQtYzU4ZjgxZjcxODA3XkEyXkFqcGc@._V1_QL75_UY281_CR5,on8nY1
Komi Can't Communicate,2021–2022,24 eps,An elite and aloof schoolgirl is in fact severely withdrawn and anxious about communicating with others. An ordinary schoolboy befriends her and helps her to open up and talk with people.,https://m.media-amazon.com/images/M/MV5BZGMzZDY0MDUtYzY5OS00NmI0LTlhZmUtZGM2NjVjNjdiNThlXkEyXkFqcGc@._V1_QL75_UX190_CR0,otoxCX
Fruits Basket,2019–2021,63 eps,"After Tohru is taken in by the Soma family, she learns that twelve family members transform involuntarily into animals of the Chinese zodiac and helps them deal with the emotional pain caused by the transformations.",https://m.media-amazon.com/images/M/MV5BZjZmNjg3ZjMtZjQ0MS00NDE0LWE0MDctZTBjMDZiMWZhZTk3XkEyXkFqcGc@._V1_QL75_UX190_CR0,OXhzv1
Black Butler,2008–2011,43 eps,"Ciel Phantomhive takes care of the many unsettling events in Victorian England. Aided by Sebastian Michaelis, his loyal butler with seemingly inhuman abilities. But is there more to this black-clad butler than meets the eye?",https://m.media-amazon.com/images/M/MV5BYzU2YzkyMGMtYTVjNi00NWY0LWE0MDAtMzZmYTU3Y2MyZTFiXkEyXkFqcGc@._V1_QL75_UX190_CR0,fDdqmH
Zom 100: Bucket List of the Dead,2023,12 eps,"A worker in a foreign finance company is bullied and worked around the clock, before a zombie outbreak finally makes him feel alive.",https://m.media-amazon.com/images/M/MV5BNzhkNDM2OGUtOGUzZC00NjAzLThmODktOGE4ZjgxZjA3OWQxXkEyXkFqcGc@._V1_QL75_UY281_CR5,yCCXVt
My Teen Romantic Comedy SNAFU,2013–2023,41 eps,"About an antisocial high school student named Hikigaya Hachiman with a distorted view on life and no friends or girlfriend. His life change when he was forced to enter the ""Volunteer Service Club"" by his teacher.",https://m.media-amazon.com/images/M/MV5BNDE5NmZhN2ItNzU4YS00YTRlLWJlODYtMGQ1ZTQ2NTMxOTg2XkEyXkFqcGc@._V1_QL75_UX190_CR0,u75Qy0
Baki,2016–2020,40 eps,"The protagonist, Baki Hanma, trains with an intense focus to become strong enough to surpass his father, Yujiro Hanma, the strongest fighter in the world.",https://m.media-amazon.com/images/M/MV5BYmI0MTY0NDgtZDJkYy00Mzk0LWFiZjYtODYwODQyOTAwNzhjXkEyXkFqcGc@._V1_QL75_UY281_CR1,l0fxBD
Record of Ragnarok,2021–,27 eps,"Every 1000 years, the Gods' Council assemble to decide the fate of humanity. After 7 million years of human history, the gods come to the decision that humans are irredeemable and must be extinct.",https://m.media-amazon.com/images/M/MV5BMjQ5NWY2OWEtMDdjNC00N2YxLTkxYTctNDJlNmE1MmMzYzU5XkEyXkFqcGc@._V1_QL75_UY281_CR7,rL9ZD5
The Melancholy of Haruhi Suzumiya,2006–2009,28 eps,"The crazy adventures of the SOS Brigade, led by the insane but charismatic Haruhi.",https://m.media-amazon.com/images/M/MV5BNTcyODQxZTQtNjBiMi00NWViLTg4YzYtNWIwZTA3ZGJiNmIzXkEyXkFqcGc@._V1_QL75_UX190_CR0,Uplorr
Banana Fish,2018,24 eps,"Ash Lynx is raised by an infamous gangster, Dino Golzine. When Ash grows up, he has his own gang and he must stop Dino from catching hold of the Banana Fish, a mysterious drug that causes insanity.",https://m.media-amazon.com/images/M/MV5BY2Q0NDUyZmEtMjBmMC00YWMxLWJkN2UtNDc4OGY5ZjEzMzA2XkEyXkFqcGc@._V1_QL75_UY281_CR4,kEEr7o
Maid Sama!,2010–2011,28 eps,"Ayuzawa Misaki serves as the student council president at Seika High. However, unbeknownst to her classmates, she works part-time as an employee at a Maid Cafe. Usui Takumi, a boy from her school, discovers this secret.",https://m.media-amazon.com/images/M/MV5BY2Y4Njk0MDItZGU1My00Njk3LWJiYWQtYmM3YzJjYmY4YWY3XkEyXkFqcGc@._V1_QL75_UX190_CR0,YufyJj
Fate/stay night [Unlimited Blade Works],2014–2015,27 eps,"A group of seven magicians gets chosen to become masters of seven classes of heroic spirits, in order to fight and win the Holy Grail.",https://m.media-amazon.com/images/M/MV5BZTNmZWI3ZWYtNjkzYi00ZTFkLWI0MzctMjc2YzlmNGRkNzRiXkEyXkFqcGc@._V1_QL75_UY281_CR4,KVmgfz
Mashle: Magic and Muscles,2023–,25 eps,"Into a world of magicians is born Mash, a young boy who lacks magic but is the strongest person around. His existence and destiny will change his world.",https://m.media-amazon.com/images/M/MV5BMjMyNjg4MzItMGI3MS00MGVmLWE5MDMtODk4NjIyNzFlOWZlXkEyXkFqcGc@._V1_QL75_UY281_CR4,o5r19g
86,2021–2022,24 eps,"The Republic of San Magnolia has been attacked by its neighbor, the Empire.",https://m.media-amazon.com/images/M/MV5BOWNmY2IzOGItMmQyNy00ZTM0LThiNjItODM3YzdkYjRlNWU1XkEyXkFqcGc@._V1_QL75_UX190_CR0,dli8EX
The Devil Is a Part-Timer!,2013–2023,38 eps,"Hilarity and fun ensues when Satan ends up in modern day Japan without any magic to return, and starts working part time in a fast food joint.",https://m.media-amazon.com/images/M/MV5BODdjMWIyYjQtNzI4ZC00ZjA1LWJmYzMtYTA1ZjFiNTMxZWI5XkEyXkFqcGc@._V1_QL75_UY281_CR4,7nHnKv
Gantz,2004,26 eps,"After their deaths, two teens are transported to an apartment with an ominous black sphere and must participate in a gory alien-hunting ""game.""",https://m.media-amazon.com/images/M/MV5BMWY4NzE1NGUtZjJmZS00NGRhLTlmZDAtOWU1YTVlZjkxYTI0XkEyXkFqcGc@._V1_QL75_UX190_CR0,7Ay4il
Rent-a-Girlfriend,2020–2025,37 eps,"After being dumped by his girlfriend, a college student enlists a dating service to ""rent"" a girlfriend who, unbeknownst to him, happens to be both a fellow student and his neighbor.",https://m.media-amazon.com/images/M/MV5BYmIzYzNhZDUtZTU3OC00NDA2LTgyOWYtZjA3N2EwMjdkZjRiXkEyXkFqcGc@._V1_QL75_UX190_CR0,FYbBJl
Charlotte,2015–2016,15 eps,"The story takes place in an alternate reality where a small percentage of children manifest superhuman abilities upon reaching puberty. A focus is placed on Yuu Otosaka, a high school boy who awakens the ability to temporarily possess others, which brings him to the attention of Nao Tomori, the student council president of a school founded as a haven for children with such abilities.",https://m.media-amazon.com/images/M/MV5BYmIxNDIxMDgtNTk5Mi00YzYyLWI2ZjgtMmUxZmEwOWExOTJlXkEyXkFqcGc@._V1_QL75_UX190_CR0,edFbfz
Terminator Zero,2024–,8 eps,2022: A future war has raged for decades between the few human survivors and an endless army of machines. 1997: The AI known as Skynet gained self-awareness and began its war against humanity.,https://m.media-amazon.com/images/M/MV5BNzk3YzI2ZDUtMmFjNy00ZmQwLWFiNWUtODcwMjllYWYwZmY2XkEyXkFqcGc@._V1_QL75_UY281_CR18,eXh21x
Tower of God,2020–2024,36 eps,"Reach the top, and everything will be yours. At the top of the tower exists everything in this world, and all of it can be yours.",https://m.media-amazon.com/images/M/MV5BZWQwZGY3MGItZjQ3OS00MzYxLTlmMWMtNjZiYTY2ZDk4ZjFhXkEyXkFqcGc@._V1_QL75_UY281_CR1,wM3QlG
Wolf's Rain,2003–2004,26 eps,"In a post-apocalyptic future where humans live in domed cities surrounded by wasteland, wolves are assumed to be two hundred years extinct.",https://m.media-amazon.com/images/M/MV5BYmRiMGEzMzAtNmEzOC00ODBjLThkZDUtMTE4NmFlN2JjZTE3XkEyXkFqcGc@._V1_QL75_UY281_CR4,QQDE57
Welcome to the N.H.K.,2006,24 eps,This surreal dramedy follows Satou Tatsuhiro as he attempts to escape the evil machinations of the NHK.,https://m.media-amazon.com/images/M/MV5BMDNjZDMyYTctMmZlMi00NDY2LTg1OGQtOTA2MWU0N2E1M2ZkXkEyXkFqcGc@._V1_QL75_UY281_CR4,fwwpZT
The God of High School,2020,13 eps,A tournament takes place to determine the best fighter among all high school students in Korea.,https://m.media-amazon.com/images/M/MV5BODVjODVhNjgtZWZkNy00ODViLTgwMGYtZmU0ZTNkZTI3N2M5XkEyXkFqcGc@._V1_QL75_UY281_CR4,4M1d7A
The Apothecary Diaries,2023–,25 eps,"A young maiden is kidnapped and sold into servitude at the emperor's palace, where she secretly employs her pharmacist skills with the help of the head eunuch to unravel medical mysteries in the inner court.",https://m.media-amazon.com/images/M/MV5BNjAxMmFjZjgtYjM1ZS00NzdmLTliZDktZmIyMzU5YTBlNDBmXkEyXkFqcGc@._V1_QL75_UX190_CR0,Emo54J
